OBJECTID,BLDG_CODE,BLDG_CODE_DESC,X_COORD,Y_COORD,OBSCURED,CREATE_DT_UTC,MOD_DT_UTC,multipolygon,Shape_Length,Shape_Area
234,2,Commercial,1670.16,5655679.6,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9764752 51.0372896, -113.9764752 51.0372881, -113.9759263 51.0372875, -113.9759257 51.037499, -113.9764746 51.0374996, -113.9764752 51.0372896)))",124.0471274,905.7089223
235,2,Commercial,1106.73,5655681.44,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9841495 51.0373017, -113.9841258 51.0373016, -113.9841236 51.0375205, -113.9843423 51.0375214, -113.9843435 51.0374061, -113.9843435 51.0374054, -113.9841988 51.0374046, -113.9841999 51.0373019, -113.9841495 51.0373017)))",79.36323556,257.5243271
236,2,Commercial,1227.28,5655683.53,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9822183 51.0373252, -113.9821019 51.037324, -113.9821017 51.0373715, -113.9821011 51.0375163, -113.98234 51.0375166, -113.98234 51.0375351, -113.9829287 51.037536, -113.9829295 51.0373263, -113.9822183 51.0373252)))",162.863122,1320.106789
237,2,Commercial,1268.42,5655682.93,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9818377 51.0373313, -113.9818371 51.0375174, -113.9820196 51.0375176, -113.9820201 51.0373316, -113.9818377 51.0373313)))",66.98370453,264.8238863
238,2,Commercial,2356.26,5655682.72,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9668701 51.0373308, -113.9668643 51.0373308, -113.9667836 51.0373311, -113.9661362 51.0373334, -113.9661364 51.0373555, -113.9661365 51.0373595, -113.9659643 51.0373601, -113.9659655 51.0374961, -113.9659816 51.0374961, -113.9659817 51.0375057, -113.9661214 51.0375052, -113.9661213 51.0374959, -113.9661561 51.0374958, -113.9661562 51.0375077, -113.9662604 51.0375074, -113.9662603 51.0374962, -113.9662951 51.0374961, -113.9662952 51.0375059, -113.9663828 51.0375056, -113.9663827 51.0374958, -113.9664164 51.0374957, -113.9664165 51.0375069, -113.9665036 51.0375066, -113.9665035 51.0374962, -113.9665391 51.0374961, -113.9665392 51.0375061, -113.9666208 51.0375058, -113.9666207 51.0374956, -113.9666558 51.0374955, -113.9666559 51.0375058, -113.9667382 51.0375055, -113.9667382 51.0374957, -113.9667735 51.0374956, -113.9667736 51.0375064, -113.9667835 51.0375064, -113.9668544 51.0375062, -113.9668543 51.0374951, -113.9668715 51.037495, -113.9668701 51.0373308)))",179.5566953,1173.68104
239,2,Commercial,1626.86,5655682.52,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9768156 51.0373467, -113.9768155 51.0373587, -113.9767485 51.0373586, -113.9767485 51.0373474, -113.9765995 51.0373471, -113.9765988 51.0374845, -113.9767454 51.0374848, -113.9767454 51.0374931, -113.9768182 51.0374933, -113.9768182 51.0374839, -113.9768901 51.037484, -113.9768901 51.0374929, -113.9769642 51.0374931, -113.9769642 51.0374846, -113.9770361 51.0374847, -113.9770368 51.0373471, -113.9768156 51.0373467)))",98.40859253,472.6903702
240,2,Commercial,2238.42,5655688.38,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9680794 51.0374225, -113.9680125 51.0374225, -113.9680124 51.0374225, -113.9680124 51.0374228, -113.9680124 51.0374439, -113.9680082 51.0374439, -113.9680083 51.0375181, -113.9680084 51.0375612, -113.9680241 51.0375612, -113.9680626 51.0375612, -113.9680626 51.0375601, -113.9680625 51.03755, -113.9681734 51.0375499, -113.9681733 51.0375184, -113.9681877 51.0375184, -113.9681874 51.0374001, -113.96815 51.0374002, -113.96815 51.0373912, -113.9680793 51.0373913, -113.9680794 51.0374225)))",62.97425035,202.5964668
241,2,Commercial,1350.03,5655687.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9809626 51.0373987, -113.9805682 51.0373976, -113.9805672 51.0375342, -113.9805716 51.0375342, -113.9809616 51.0375353, -113.9809626 51.0373987)))",85.71277049,420.2986182
242,2,Commercial,2276.57,5655692.02,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.967435 51.0374092, -113.9674345 51.0373966, -113.9674008 51.0373968, -113.9674011 51.037421, -113.9674062 51.037421, -113.9674086 51.0375984, -113.9677072 51.0375969, -113.9677047 51.0374078, -113.967435 51.0374092)))",87.44391708,444.3212284
243,2,Commercial,1460.11,5655694.06,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9793262 51.0374027, -113.9790635 51.0374042, -113.9790647 51.0374886, -113.9790889 51.0374884, -113.9790911 51.0376454, -113.9792558 51.0376445, -113.9792538 51.0374995, -113.9792537 51.0374899, -113.9793274 51.0374894, -113.9793265 51.0374265, -113.9793262 51.0374027)))",90.53962969,376.0257717
244,2,Commercial,1574.65,5655687.68,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9773668 51.0374052, -113.9773678 51.0375281, -113.9773678 51.037529, -113.9777546 51.0375277, -113.9777576 51.0375277, -113.9777566 51.037404, -113.9773668 51.0374052)))",82.20890114,376.3192372
245,2,Commercial,1118.04,5655687.71,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9840274 51.0374149, -113.984026 51.0375203, -113.9841182 51.0375208, -113.9841195 51.0374153, -113.9840274 51.0374149)))",36.38689595,75.81403675
246,2,Commercial,1367.13,5655688.7,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9804774 51.0374163, -113.9804776 51.0375362, -113.980565 51.0375362, -113.9805648 51.0374162, -113.9804774 51.0374163)))",38.94543645,81.78907325
247,2,Commercial,1770.78,5655697.42,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9745513 51.037504, -113.9745512 51.0375524, -113.9745364 51.0375524, -113.9745365 51.0376027, -113.974523 51.0376027, -113.9745227 51.0376348, -113.9745366 51.0376348, -113.9745362 51.0376665, -113.9747163 51.0376666, -113.9747163 51.0376834, -113.9747876 51.0376834, -113.9747876 51.0376833, -113.9747876 51.0376659, -113.9749917 51.0376661, -113.9749945 51.0376661, -113.9749951 51.0376661, -113.974995 51.0376421, -113.9749948 51.0374666, -113.9749948 51.0374235, -113.9749915 51.0374235, -113.9749891 51.0374235, -113.974645 51.0374237, -113.9746447 51.0374239, -113.9746191 51.0374406, -113.974619 51.037504, -113.9745513 51.037504)))",122.9697049,821.70857
248,2,Commercial,503.47,5655692.05,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9929019 51.0374392, -113.9927691 51.0374393, -113.9927693 51.0375761, -113.9929021 51.0375761, -113.992902 51.0374493, -113.9929019 51.0374392)))",49.07324128,141.8280346
249,2,Commercial,1375.24,5655689.9,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.980364 51.0374414, -113.9803412 51.0374409, -113.9803366 51.0375303, -113.9804698 51.037533, -113.9804743 51.0374436, -113.980364 51.0374414)))",38.58597248,92.94334798
250,2,Commercial,2830.21,5655689.34,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9597003 51.0374546, -113.9596927 51.0374596, -113.9596927 51.0374514, -113.9595723 51.0374457, -113.9595723 51.0374514, -113.9595718 51.0375074, -113.9596993 51.037507, -113.9596936 51.0374941, -113.9596994 51.037497, -113.9597475 51.0374979, -113.959748 51.0374555, -113.9597003 51.0374546)))",39.40341105,73.56721107
251,2,Commercial,1420.11,5655697.05,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9795565 51.0376404, -113.9796614 51.0376398, -113.9796615 51.0376461, -113.9797251 51.0376459, -113.979725 51.0376393, -113.9798146 51.037639, -113.9798145 51.0376335, -113.9799611 51.0376329, -113.9799606 51.0375776, -113.9799752 51.0375775, -113.9799745 51.0375051, -113.9799 51.0375053, -113.9798655 51.0374562, -113.9795154 51.0374562, -113.9795154 51.0375285, -113.9795565 51.0375285, -113.9795565 51.0376404)))",104.7851833,575.7278098
252,2,Commercial,1841.29,5655700.58,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9741688 51.0375596, -113.9741687 51.0374775, -113.9738517 51.0374777, -113.9738518 51.037529, -113.9736466 51.0375291, -113.9736468 51.0376859, -113.9736707 51.0376859, -113.9738742 51.0376858, -113.9738741 51.0375749, -113.9739077 51.0375749, -113.9739077 51.0375598, -113.9741601 51.0375596, -113.9741688 51.0375596)))",119.5381919,479.9023146
253,2,Commercial,2178.44,5655698.84,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9687919 51.0375406, -113.9687917 51.0375634, -113.9687917 51.037568, -113.9688938 51.0376352, -113.9690346 51.0376358, -113.9690346 51.0376391, -113.9691137 51.0376394, -113.9691152 51.0374907, -113.9690664 51.0374905, -113.9690354 51.0374903, -113.9690354 51.0374942, -113.9688624 51.0374935, -113.9687874 51.0374932, -113.9687869 51.0375406, -113.9687919 51.0375406)))",74.77860427,335.9906648
254,2,Commercial,2131.03,5655698.9,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9698098 51.037575, -113.9698072 51.037575, -113.9698069 51.0374917, -113.969726 51.0374918, -113.9695331 51.0374921, -113.9694509 51.0374922, -113.9694512 51.0375734, -113.9694465 51.0375734, -113.9694467 51.0376393, -113.9695486 51.0376392, -113.9695486 51.0376345, -113.9697015 51.0376343, -113.9697015 51.0376394, -113.9697296 51.0376394, -113.9698099 51.0375923, -113.9698099 51.0375828, -113.9698098 51.037575)))",81.6565462,392.4031548
255,2,Commercial,1864.54,5655701.05,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9733204 51.0374952, -113.9733204 51.0374957, -113.9733203 51.0375473, -113.97332 51.0376763, -113.9735372 51.0376765, -113.9735376 51.0374954, -113.9733204 51.0374952)))",70.75654003,306.8633834
256,2,Commercial,1939.04,5655701.51,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.972235 51.0376652, -113.9725094 51.0376652, -113.9725094 51.0376481, -113.9725094 51.0376347, -113.9725081 51.0376347, -113.9725081 51.0375979, -113.9725037 51.0375979, -113.9725037 51.0375142, -113.972314 51.0375142, -113.972314 51.0375783, -113.9722293 51.0375783, -113.9722293 51.0376035, -113.9722293 51.0376324, -113.9722224 51.0376324, -113.9722224 51.0376652, -113.972235 51.0376652)))",73.85070521,285.2813522
257,2,Commercial,1923.89,5655701.27,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9726402 51.0376512, -113.9726392 51.0375236, -113.9725251 51.037524, -113.9725261 51.0376516, -113.9725499 51.0376515, -113.9726402 51.0376512)))",44.39308366,113.5798613
258,2,Commercial,1518.14,5655701.61,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.978496 51.037634, -113.978496 51.0376226, -113.978496 51.0376125, -113.9784995 51.0376125, -113.9784994 51.0375736, -113.9784958 51.0375736, -113.9784957 51.0375355, -113.9784279 51.0375355, -113.9784279 51.0375328, -113.9783616 51.0375328, -113.9783616 51.0375361, -113.9782385 51.0375362, -113.9782385 51.0375738, -113.9782365 51.0375738, -113.9782365 51.0375748, -113.9782365 51.037609, -113.9782365 51.0376125, -113.9782391 51.0376125, -113.9782391 51.0376473, -113.9782449 51.0376473, -113.9783194 51.0376472, -113.9783195 51.037651, -113.9783245 51.037651, -113.9783821 51.0376507, -113.9783876 51.0376507, -113.9783876 51.0376469, -113.978496 51.0376468, -113.978496 51.0376386, -113.978496 51.037634)))",63.12166441,228.257925
259,2,Commercial,2215.95,5655701.14,N,2025 May 21 09:29:28 PM,2025 May 21 09:29:28 PM,"MULTIPOLYGON (((-113.9684048 51.0375695, -113.9683981 51.0375981, -113.9684079 51.037599, -113.9684316 51.0376013, -113.9684383 51.0375726, -113.9684149 51.0375704, -113.9684048 51.0375695)))",11.19370241,7.652010691
